,Unnamed: 0.1,Unnamed: 0,fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
342,1238,1238,Tim Hague,6' 4,260 lbs.,6' 4,Orthodox,"May 09, 1983",2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9
343,1242,1242,Mike Guymon,6' 0,170 lbs.,6' 0,Orthodox,"Sep 17, 1974",2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
344,1243,1243,Damir Hadzovic,5' 9,155 lbs.,5' 9,Orthodox,"Aug 08, 1986",2.99,0.46,2.99,0.66,0.68,0.6,0.39,0.2
345,1247,1247,Ryan Hall,5' 10,145 lbs.,5' 10,Southpaw,"Feb 22, 1985",2.32,0.43,0.96,0.75,0.31,0.16,0.0,0.9
346,1250,1250,Dennis Hallman,5' 9,155 lbs.,5' 9,Orthodox,"Dec 02, 1975",1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1
347,1251,1251,Uriah Hall,6' 0,185 lbs.,6' 0,Orthodox,"Jul 31, 1984",3.34,0.51,3.54,0.53,0.67,0.38,0.69,0.2
348,1252,1252,Piotr Hallmann,5' 9,155 lbs.,5' 9,Orthodox,"Aug 25, 1987",3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
349,1267,1267,Kay Hansen,5' 2,115 lbs.,5' 2,Orthodox,"Aug 14, 1999",3.57,0.59,3.03,0.54,2.19,0.25,1.0,1.6
350,1272,1272,Dan Hardy,6' 0,170 lbs.,6' 0,Orthodox,"May 17, 1982",2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4
351,1279,1279,Dale Hartt,5' 10,155 lbs.,5' 10,Orthodox,"Apr 04, 1979",1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5
352,1281,1281,Walt Harris,6' 5,250 lbs.,6' 5,Southpaw,"Jun 10, 1983",2.95,0.38,3.43,0.54,0.3,0.28,0.72,0.1
353,1286,1286,Clay Harvison,6' 1,170 lbs.,6' 1,Orthodox,"Sep 25, 1980",3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3
354,1293,1293,John Hathaway,6' 1,170 lbs.,6' 1,Orthodox,"Jul 23, 1987",3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9
355,1302,1302,Dustin Hazelett,6' 1,170 lbs.,6' 1,Orthodox,"Apr 29, 1986",2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1
356,1303,1303,James Head,6' 1,170 lbs.,6' 1,Orthodox,"Feb 09, 1984",2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8
357,1304,1304,Pat Healy,6' 0,155 lbs.,6' 0,Orthodox,"Jul 20, 1983",2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
358,1307,1307,David Heath,5' 11,205 lbs.,5' 11,Orthodox,"Feb 10, 1976",1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0
359,1308,1308,Marcin Held,5' 9,155 lbs.,5' 9,Orthodox,"Jan 18, 1992",1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3
360,1312,1312,Ian Heinisch,5' 11,185 lbs.,5' 11,Orthodox,"Aug 05, 1988",3.28,0.5,2.79,0.58,1.13,0.18,0.6,0.8
361,1317,1317,Benson Henderson,5' 9,170 lbs.,5' 9,Southpaw,"Nov 16, 1983",2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8
362,1318,1318,Johny Hendricks,5' 9,185 lbs.,5' 9,Southpaw,"Sep 12, 1983",3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3
363,1319,1319,Dan Henderson,5' 11,185 lbs.,5' 11,Orthodox,"Aug 24, 1970",2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3
364,1322,1322,Luis Henrique,6' 2,243 lbs.,6' 2,Orthodox,"Aug 21, 1993",1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0
365,1323,1323,Danny Henry,6' 0,145 lbs.,6' 0,Orthodox,"Jul 17, 1988",5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2
366,1326,1326,Ed Herman,6' 1,205 lbs.,6' 1,Orthodox,"Oct 02, 1980",3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2
367,1329,1329,Jack Hermansson,6' 1,185 lbs.,6' 1,Orthodox,"Jun 10, 1988",5.03,0.44,3.46,0.54,1.96,0.34,0.75,0.7
368,1333,1333,Anthony Hernandez,6' 0,185 lbs.,6' 0,Orthodox,"Oct 18, 1993",4.92,0.55,5.09,0.47,3.76,0.66,0.7,1.9
369,1338,1338,Geane Herrera,5' 5,125 lbs.,5' 5,Orthodox,"May 27, 1990",1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6
370,1340,1340,Felice Herrig,5' 4,115 lbs.,5' 4,Orthodox,"Sep 18, 1984",3.63,0.36,4.84,0.49,1.18,0.3,0.72,0.9
371,1342,1342,Heath Herring,6' 4,250 lbs.,6' 4,Orthodox,"Mar 02, 1978",2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7
372,1346,1346,Marcus Hicks,5' 6,155 lbs.,5' 6,Southpaw,"Nov 25, 1975",1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0
373,1347,1347,Jimy Hettes,5' 9,145 lbs.,5' 9,Southpaw,"Jun 09, 1987",3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4
374,1349,1349,Jay Hieron,6' 0,170 lbs.,6' 0,Orthodox,"Jul 29, 1976",1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0
375,1350,1350,Jason High,5' 8,155 lbs.,5' 8,Southpaw,"Oct 12, 1981",1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8
376,1356,1356,Angela Hill,5' 3,115 lbs.,5' 3,Orthodox,"Jan 12, 1985",5.66,0.5,4.98,0.64,0.45,0.36,0.76,0.1
377,1358,1358,Hatsu Hioki,5' 11,145 lbs.,5' 11,Orthodox,"Jul 18, 1983",2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6
378,1360,1360,Kuniyoshi Hironaka,5' 10,168 lbs.,5' 10,Orthodox,"Jun 17, 1976",1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6
379,1361,1361,Mizuto Hirota,5' 7,155 lbs.,5' 7,Orthodox,"May 05, 1981",3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1
380,1369,1369,Kevin Holland,6' 3,185 lbs.,6' 3,Orthodox,"Nov 05, 1992",4.14,0.56,2.58,0.56,1.08,0.45,0.51,0.7
381,1370,1370,Andrew Holbrook,5' 11,155 lbs.,5' 11,Southpaw,"Feb 06, 1986",2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1
382,1376,1376,Max Holloway,5' 11,145 lbs.,5' 11,Orthodox,"Dec 04, 1991",7.26,0.46,4.58,0.6,0.21,0.71,0.84,0.3
383,1377,1377,Holly Holm,5' 8,135 lbs.,5' 8,Southpaw,"Oct 17, 1981",3.16,0.38,2.8,0.57,0.81,0.3,0.76,0.1
384,1379,1379,Kurt Holobaugh,5' 11,155 lbs.,5' 11,Orthodox,"Sep 08, 1986",4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7
385,1380,1380,Paddy Holohan,5' 10,125 lbs.,5' 10,Orthodox,"May 03, 1988",2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
386,1383,1383,Scott Holtzman,5' 9,155 lbs.,5' 9,Orthodox,"Sep 30, 1983",4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2
387,1386,1386,Mark Hominick,5' 8,145 lbs.,5' 8,Orthodox,"Jul 22, 1982",4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9
388,1391,1391,Chase Hooper,6' 1,145 lbs.,6' 1,Southpaw,"Sep 13, 1999",4.43,0.45,3.95,0.38,0.32,0.07,0.66,2.2
389,1392,1392,Dan Hooker,6' 0,155 lbs.,6' 0,Switch,"Feb 13, 1990",4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3
390,1397,1397,Chris Horodecki,5' 9,155 lbs.,5' 9,Orthodox,"Sep 24, 1987",4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9
391,1398,1398,Jeremy Horn,6' 1,185 lbs.,6' 1,Orthodox,"Aug 25, 1975",1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1
392,1403,1403,Jeff Hougland,5' 7,135 lbs.,5' 7,Orthodox,"Aug 02, 1978",1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1
393,1406,1406,Darrell Horcher,5' 10,155 lbs.,5' 10,Southpaw,"Jul 28, 1987",2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7
394,1408,1408,John Howard,5' 7,170 lbs.,5' 7,Orthodox,"Mar 01, 1983",2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4
395,1414,1414,Collin Huckbody,6' 3,185 lbs.,6' 3,Orthodox,"Sep 29, 1994",2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4
396,1418,1418,Matt Hughes,5' 9,170 lbs.,5' 9,Switch,"Oct 13, 1973",2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2
397,1419,1419,Roger Huerta,5' 9,155 lbs.,5' 9,Orthodox,"May 20, 1983",3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5
398,1426,1426,Mark Hunt,5' 10,265 lbs.,5' 10,Orthodox,"Mar 23, 1974",2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2
399,1429,1429,Khadis Ibragimov,6' 3,205 lbs.,6' 3,Orthodox,"May 21, 1995",3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3
400,1430,1430,Al Iaquinta,5' 10,155 lbs.,5' 10,Orthodox,"Apr 30, 1987",4.06,0.4,4.44,0.61,0.64,0.18,0.74,0.2
401,1435,1435,Dan Ige,5' 7,145 lbs.,5' 7,Orthodox,"Aug 06, 1991",3.95,0.46,3.36,0.58,1.68,0.27,0.59,0.5
402,1442,1442,Nassourdine Imavov,6' 3,185 lbs.,6' 3,Orthodox,"Mar 01, 1995",4.17,0.61,2.03,0.59,0.5,0.12,0.6,2.0
403,1466,1466,Leandro Issa,5' 7,135 lbs.,5' 7,Orthodox,"Sep 19, 1983",2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2
404,1470,1470,Blagoy Ivanov,5' 11,250 lbs.,5' 11,Southpaw,"Oct 09, 1986",3.32,0.4,4.15,0.54,1.06,0.54,0.75,0.2
405,1473,1473,Yves Jabouin,5' 7,135 lbs.,5' 7,Orthodox,"May 30, 1979",3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1
406,1478,1478,Quinton Jackson,6' 1,205 lbs.,6' 1,Orthodox,"Jun 20, 1978",3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1
407,1481,1481,Damon Jackson,5' 11,145 lbs.,5' 11,Switch,"Aug 08, 1988",2.46,0.35,3.63,0.45,1.14,0.2,0.35,2.7
408,1483,1483,Montel Jackson,5' 10,135 lbs.,5' 10,Southpaw,"Apr 24, 1992",3.77,0.55,1.5,0.56,4.15,0.77,0.66,0.2
409,1488,1488,Virna Jandiroba,5' 3,115 lbs.,5' 3,Orthodox,"May 30, 1988",2.39,0.46,3.08,0.54,3.16,0.53,0.73,2.0
410,1491,1491,Dave Jansen,5' 9,155 lbs.,5' 9,Orthodox,"Aug 21, 1979",2.94,0.33,3.67,0.58,2.79,0.28,0.38,0.9
411,1493,1493,Keith Jardine,6' 2,185 lbs.,6' 2,Orthodox,"Oct 31, 1975",3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7
412,1498,1498,Rony Jason,5' 7,145 lbs.,5' 7,Orthodox,"Mar 21, 1984",2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8
413,1499,1499,Joanna Jedrzejczyk,5' 6,115 lbs.,5' 6,Orthodox,"Aug 18, 1987",6.3,0.48,3.08,0.64,0.28,0.62,0.81,0.1
414,1505,1505,Ryan Jensen,6' 1,185 lbs.,6' 1,Orthodox,"Sep 20, 1977",2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9
415,1513,1513,Sung Bin Jo,6' 0,145 lbs.,6' 0,Orthodox,"Jul 17, 1992",1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0
416,1515,1515,Brett Johns,5' 7,135 lbs.,5' 7,Orthodox,"Feb 21, 1992",2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0
417,1520,1520,DaMarques Johnson,6' 1,170 lbs.,6' 1,Orthodox,"Jun 28, 1982",2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7
418,1522,1522,Lavar Johnson,6' 4,240 lbs.,6' 4,Orthodox,"Jun 11, 1977",5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6
419,1524,1524,Kajan Johnson,5' 11,155 lbs.,5' 11,Orthodox,"Apr 21, 1984",2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2
420,1526,1526,Demetrious Johnson,5' 3,125 lbs.,5' 3,Orthodox,"Aug 13, 1986",3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5
421,1527,1527,Michael Johnson,5' 10,155 lbs.,5' 10,Southpaw,"Jun 04, 1986",4.21,0.38,3.82,0.58,0.49,0.45,0.77,0.1
422,1530,1530,Jordan Johnson,6' 2,205 lbs.,6' 2,Orthodox,"Nov 18, 1988",3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2
423,1532,1532,Anthony Johnson,6' 2,205 lbs.,6' 2,Orthodox,"Mar 06, 1984",3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6
424,1537,1537,Liana Jojua,5' 4,125 lbs.,5' 4,Orthodox,"Mar 22, 1995",2.53,0.39,4.86,0.48,1.49,0.66,0.5,2.2
425,1544,1544,Jon Jones,6' 4,205 lbs.,6' 4,Orthodox,"Jul 19, 1987",4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4
426,1558,1558,Shawn Jordan,6' 0,260 lbs.,6' 0,Southpaw,"Oct 21, 1984",2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1
427,1559,1559,Ivan Jorge,5' 9,155 lbs.,5' 9,Orthodox,"Nov 07, 1980",3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6
428,1561,1561,Scott Jorgensen,5' 5,135 lbs.,5' 5,Orthodox,"Sep 17, 1982",3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7
429,1564,1564,Krzysztof Jotko,6' 1,185 lbs.,6' 1,Southpaw,"Aug 19, 1989",2.98,0.45,1.9,0.58,1.27,0.35,0.87,0.1
430,1565,1565,Alan Jouban,6' 0,170 lbs.,6' 0,Southpaw,"Nov 25, 1981",5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3
431,1575,1575,Chan Sung Jung,5' 7,145 lbs.,5' 7,Orthodox,"Mar 17, 1987",4.15,0.41,4.01,0.56,0.62,0.41,0.75,0.5
432,1578,1578,Myles Jury,5' 10,145 lbs.,5' 10,Orthodox,"Oct 31, 1988",2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3
433,1579,1579,Cristiane Justino,5' 8,145 lbs.,5' 8,Orthodox,"Jul 09, 1985",7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4
434,1586,1586,Kai Kamaka,5' 7,145 lbs.,5' 7,Orthodox,"Jan 05, 1995",6.58,0.6,6.74,0.49,3.68,0.75,0.37,0.6
435,1587,1587,Martin Kampmann,6' 0,170 lbs.,6' 0,Orthodox,"Apr 17, 1982",3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0
436,1588,1588,Masanori Kanehara,5' 7,135 lbs.,5' 7,Orthodox,"Nov 19, 1982",1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9
437,1591,1591,Kyung Ho Kang,5' 9,135 lbs.,5' 9,Orthodox,"Sep 09, 1987",2.52,0.44,2.43,0.58,2.53,0.59,0.71,1.1
438,1593,1593,Denis Kang,5' 11,185 lbs.,5' 11,Orthodox,"Sep 17, 1977",2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2
439,1601,1601,Alex Karalexis,5' 8,155 lbs.,5' 8,Orthodox,"Sep 20, 1977",2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9
440,1602,1602,Nadia Kassem,5' 5,125 lbs.,5' 5,Southpaw,"Nov 15, 1995",3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8
441,1610,1610,Tatsuya Kawajiri,5' 7,145 lbs.,5' 7,Orthodox,"May 08, 1978",2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1
442,1615,1615,Brian Kelleher,5' 6,145 lbs.,5' 6,Switch,"Aug 19, 1986",3.92,0.39,5.47,0.53,1.0,0.25,0.59,0.7
443,1617,1617,Chris Kelades,5' 7,125 lbs.,5' 7,Orthodox,"Feb 21, 1981",2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3
444,1622,1622,Daniel Kelly,6' 0,185 lbs.,6' 0,Southpaw,"Oct 31, 1977",3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3
445,1623,1623,Paul Kelly,5' 9,155 lbs.,5' 9,Orthodox,"Sep 12, 1984",3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5
446,1625,1625,Tim Kennedy,5' 11,185 lbs.,5' 11,Orthodox,"Sep 01, 1979",2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7
447,1628,1628,Casey Kenney,5' 7,140 lbs.,5' 7,Southpaw,"Mar 20, 1991",4.81,0.42,4.3,0.59,1.1,0.39,0.59,0.5
448,1631,1631,Rustam Khabilov,5' 8,155 lbs.,5' 8,Orthodox,"Nov 04, 1986",1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1
449,1638,1638,Aliaskhab Khizriev,5' 9,185 lbs.,5' 9,Southpaw,"Aug 24, 1990",6.0,0.83,3.6,0.66,18.0,0.5,0.0,18.0
450,1639,1639,Katsunori Kikuno,5' 8,145 lbs.,5' 8,Orthodox,"Oct 31, 1981",2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8
451,1640,1640,Jacob Kilburn,5' 9,145 lbs.,5' 9,Orthodox,"Jun 28, 1995",2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5
452,1641,1641,Pannie Kianzad,5' 7,135 lbs.,5' 7,Orthodox,"Dec 08, 1991",5.14,0.49,3.62,0.57,0.22,0.14,0.83,0.2
453,1647,1647,Dong Hyun Kim,6' 2,170 lbs.,6' 2,Southpaw,"Nov 17, 1981",2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6
454,1651,1651,Dustin Kimura,5' 7,135 lbs.,5' 7,Orthodox,"May 21, 1989",1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2
455,1654,1654,Rob Kimmons,5' 10,185 lbs.,5' 10,Orthodox,"Jan 30, 1981",1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4
456,1658,1658,Justine Kish,5' 5,125 lbs.,5' 5,Orthodox,"Apr 13, 1988",4.65,0.48,4.62,0.59,1.01,0.35,0.55,0.2
457,1669,1669,William Knight,5' 10,205 lbs.,5' 10,Orthodox,"Apr 03, 1988",4.69,0.76,2.88,0.33,3.76,0.66,0.63,0.5
458,1670,1670,Jason Knight,5' 10,145 lbs.,5' 10,Orthodox,"Jul 14, 1992",2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7
459,1673,1673,Erik Koch,5' 10,170 lbs.,5' 10,Southpaw,"Oct 04, 1988",2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0
460,1681,1681,Cheick Kongo,6' 4,240 lbs.,6' 4,Orthodox,"May 17, 1975",3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2
461,1687,1687,Naoyuki Kotani,5' 8,155 lbs.,5' 8,Southpaw,"Dec 08, 1981",1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8
462,1689,1689,Josh Koscheck,5' 10,170 lbs.,5' 10,Orthodox,"Nov 30, 1977",1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4
463,1690,1690,Karolina Kowalkiewicz,5' 3,115 lbs.,5' 3,Orthodox,"Oct 15, 1985",5.27,0.39,5.65,0.56,0.1,0.12,0.75,0.1
464,1692,1692,Derrick Krantz,5' 10,170 lbs.,5' 10,Orthodox,"Jan 13, 1988",2.07,0.37,4.03,0.5,3.18,0.5,0.0,0.8
465,1694,1694,James Krause,6' 2,170 lbs.,6' 2,Orthodox,"Jun 04, 1986",4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9
466,1697,1697,Nikita Krylov,6' 3,205 lbs.,6' 3,Orthodox,"Mar 07, 1992",4.33,0.56,2.52,0.43,1.34,0.33,0.55,1.3
467,1698,1698,Mariusz Ksiazkiewicz,6' 3,185 lbs.,6' 3,Southpaw,"Oct 04, 1989",0.93,0.45,3.4,0.39,4.0,1.0,0.0,2.0
468,1700,1700,Anton Kuivanen,5' 8,155 lbs.,5' 8,Orthodox,"May 01, 1984",2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4
469,1706,1706,Kiichi Kunimoto,5' 10,170 lbs.,5' 10,Orthodox,"May 01, 1981",1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3
470,1708,1708,Yana Kunitskaya,5' 6,135 lbs.,5' 6,Orthodox,"Nov 11, 1989",4.22,0.57,2.62,0.51,1.62,0.53,0.5,0.2
471,1718,1718,Mike Kyle,6' 4,205 lbs.,6' 4,Orthodox,"Mar 31, 1980",3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8
472,1723,1723,Ryan LaFlare,6' 1,170 lbs.,6' 1,Southpaw,"Oct 01, 1983",2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2
473,1724,1724,Aspen Ladd,5' 6,135 lbs.,5' 6,Orthodox,"Mar 01, 1995",5.22,0.55,4.84,0.46,2.45,0.75,0.66,1.2
474,1725,1725,Noad Lahat,5' 9,145 lbs.,5' 9,Orthodox,"Jun 08, 1984",2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4
475,1731,1731,Jason Lambert,6' 3,185 lbs.,6' 3,Orthodox,"Jun 03, 1975",3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4
476,1734,1734,Ricardo Lamas,5' 8,145 lbs.,5' 8,Orthodox,"May 21, 1982",3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9
477,1741,1741,Taylor Lapilus,5' 6,135 lbs.,5' 6,Southpaw,"Apr 08, 1992",3.77,0.45,2.0,0.61,0.58,0.4,0.81,0.6
478,1744,1744,Lina Lansberg,5' 7,135 lbs.,5' 7,Orthodox,"Mar 13, 1982",2.76,0.57,3.7,0.44,0.71,0.33,0.5,0.1
479,1749,1749,Brock Larson,5' 11,170 lbs.,5' 11,Southpaw,"Aug 23, 1977",1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0
480,1750,1750,Ilir Latifi,5' 10,205 lbs.,5' 10,Orthodox,"Jul 28, 1983",2.01,0.4,2.84,0.56,2.02,0.32,1.0,0.4
481,1751,1751,Jenel Lausa,5' 5,125 lbs.,5' 5,Orthodox,"Aug 01, 1988",1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8
482,1752,1752,Joe Lauzon,5' 10,155 lbs.,5' 10,Orthodox,"May 22, 1984",2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0
483,1756,1756,Tom Lawlor,6' 0,205 lbs.,6' 0,Southpaw,"May 15, 1983",2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4
484,1760,1760,Lorenz Larkin,5' 11,170 lbs.,5' 11,Orthodox,"Sep 03, 1986",3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1
485,1761,1761,Ronnie Lawrence,5' 8,135 lbs.,5' 8,Switch,"Jun 13, 1992",3.8,0.58,1.09,0.61,10.86,0.76,1.0,0.5
486,1765,1765,Cung Le,5' 9,185 lbs.,5' 9,Southpaw,"May 25, 1972",4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3
487,1767,1767,Jordan Leavitt,5' 9,155 lbs.,5' 9,Southpaw,"Jun 02, 1995",1.08,0.55,0.43,0.75,6.5,0.66,0.0,3.2
488,1771,1771,Chris Leben,5' 11,185 lbs.,5' 11,Southpaw,"Jul 21, 1980",2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8
489,1773,1773,Justin Ledet,6' 4,205 lbs.,6' 4,Orthodox,"Sep 28, 1988",3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
490,1781,1781,Vaughan Lee,5' 6,125 lbs.,5' 6,Orthodox,"Oct 15, 1982",3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0
491,1783,1783,Andrea Lee,5' 6,125 lbs.,5' 6,Orthodox,"Feb 11, 1989",5.58,0.49,3.83,0.65,1.67,0.45,0.57,0.5
492,1784,1784,Kevin Lee,5' 9,170 lbs.,5' 9,Orthodox,"Sep 04, 1992",3.9,0.42,3.23,0.51,3.21,0.43,0.75,0.8
493,1789,1789,Thales Leites,6' 1,185 lbs.,6' 1,Orthodox,"Sep 06, 1981",2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1
494,1794,1794,Amanda Lemos,5' 4,115 lbs.,5' 4,Southpaw,"May 22, 1987",6.21,0.64,5.39,0.45,1.98,1.0,1.0,0.5
495,1795,1795,Jesse Lennox,5' 9,170 lbs.,5' 9,Orthodox,"Mar 10, 1982",2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3
496,1797,1797,Nik Lentz,5' 8,145 lbs.,5' 8,Orthodox,"Aug 13, 1984",3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2
497,1805,1805,Brock Lesnar,6' 3,265 lbs.,6' 3,Orthodox,"Jul 12, 1977",3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5
498,1807,1807,Valerie Letourneau,5' 7,115 lbs.,5' 7,Orthodox,"Apr 29, 1983",4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3
499,1809,1809,Marcus LeVesseur,5' 9,155 lbs.,5' 9,Southpaw,"Jul 17, 1982",2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6
500,1812,1812,Natan Levy,5' 9,155 lbs.,5' 9,Southpaw,"Sep 30, 1991",1.65,0.6,0.82,0.57,2.75,1.0,1.0,2.8
501,1824,1824,Hyun Gyu Lim,6' 3,170 lbs.,6' 3,Orthodox,"Jan 16, 1985",4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2
502,1827,1827,Dhiego Lima,6' 2,170 lbs.,6' 2,Orthodox,"Jan 31, 1989",3.14,0.38,3.93,0.59,1.38,0.42,0.73,0.7
503,1829,1829,Jess Liaudin,5' 9,170 lbs.,5' 9,Orthodox,,2.46,0.51,2.76,0.41,3.28,0.53,0.3,1.6
504,1832,1832,Matt Lindland,6' 0,185 lbs.,6' 0,Southpaw,"May 17, 1970",2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
505,1833,1833,John Lineker,5' 3,135 lbs.,5' 3,Orthodox,"Jun 12, 1990",5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6
506,1837,1837,Ariane Lipski,5' 6,125 lbs.,5' 6,Orthodox,"Jan 26, 1994",3.03,0.32,4.45,0.48,0.27,0.25,0.45,0.5
507,1841,1841,Dean Lister,6' 1,185 lbs.,6' 1,Orthodox,"Feb 13, 1976",1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1
508,1844,1844,Dylan Lockard,5' 9,145 lbs.,5' 9,Orthodox,"May 19, 1992",1.31,0.53,3.31,0.52,2.31,0.4,0.28,1.2
509,1847,1847,David Loiseau,6' 0,185 lbs.,6' 0,Orthodox,"Dec 17, 1979",1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1
